,locus_tag,name,location,old_locus_tag,product,note,start,end
2384,ECB_RS12050,,[2432895:2434593](+),ECB_02290,sensor histidine kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2432895,2434593
2385,ECB_RS12055,,[2434607:2435342](+),ECB_02291,response regulator transcription factor,Derived by automated computational analysis using gene prediction method: Protein Homology.,2434607,2435342
2386,ECB_RS12060,,[2435354:2436212](+),ECB_02292,AraC family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2435354,2436212
2387,ECB_RS12065,ptsP,[2436214:2438710](-),ECB_02293,phosphoenolpyruvate--protein phosphotransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2438710,2436214
2388,ECB_RS12070,,[2438734:2439772](-),ECB_02294,aminopeptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2439772,2438734
2389,ECB_RS12075,,[2439771:2440857](-),ECB_02295,aminopeptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2440857,2439771
2390,ECB_RS12080,,[2440871:2442119](-),ECB_02296,Fructose-like permease IIC component 1,Derived by automated computational analysis using gene prediction method: Protein Homology.,2442119,2440871
2391,ECB_RS12085,,[2442140:2442467](-),ECB_02297,fructose-like phosphotransferase enzyme IIB component 1,Derived by automated computational analysis using gene prediction method: Protein Homology.,2442467,2442140
2392,ECB_RS12090,,[2442685:2443651](-),ECB_02298,glucokinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2443651,2442685
2393,ECB_RS12095,,[2443854:2445111](+),ECB_02299,ion channel protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2443854,2445111
2394,ECB_RS12100,,[2445225:2445552](+),ECB_02300,DUF2502 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2445225,2445552
2395,ECB_RS12110,mntH,[2445692:2446931](-),ECB_02301,Mn(2+) uptake NRAMP transporter MntH,Derived by automated computational analysis using gene prediction method: Protein Homology.,2446931,2445692
2396,ECB_RS12115,nupC,[2447266:2448469](+),ECB_02302,nucleoside permease NupC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2447266,2448469
2397,ECB_RS12120,,[2448518:2450708](-),ECB_02303,sensor domain-containing phosphodiesterase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2450708,2448518
2398,ECB_RS12125,,[2450916:2450992](-),ECB_t00039,,,2450992,2450916
2399,ECB_RS12130,,[2451031:2451107](-),ECB_t00040,,,2451107,2451031
2400,ECB_RS12135,,[2451327:2451687](+),ECB_02304,putative DNA-binding transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2451327,2451687
2401,ECB_RS12140,,[2451688:2452081](+),ECB_02305,putative DNA-binding transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2451688,2452081
2402,ECB_RS12145,gltX,[2452132:2453548](-),ECB_02306,glutamate--tRNA ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2453548,2452132
2403,ECB_RS12150,,[2453806:2453882](+),ECB_t00041,,,2453806,2453882
2404,ECB_RS12155,,[2453926:2454002](+),ECB_t00042,,,2453926,2454002
2405,ECB_RS12160,,[2454048:2454124](+),ECB_t00043,,,2454048,2454124
2406,ECB_RS12165,,[2454128:2454204](+),ECB_t00044,,,2454128,2454204
2407,ECB_RS12170,,[2454323:2454665](+),ECB_02307,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2454323,2454665
2408,ECB_RS12175,,[2454655:2455582](-),ECB_02308,LysR family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2455582,2454655
2409,ECB_RS12180,,[2455671:2456670](+),ECB_02309,bile acid:sodium symporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,2455671,2456670
2410,ECB_RS12185,,[2456666:2456885](-),ECB_02310,DUF3820 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2456885,2456666
2411,ECB_RS12190,ligA,[2456886:2458902](-),ECB_02311,NAD-dependent DNA ligase LigA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2458902,2456886
2412,ECB_RS12195,zipA,[2458972:2459959](-),ECB_02312,cell division protein ZipA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2459959,2458972
2413,ECB_RS12200,cysZ,[2460188:2460950](+),ECB_02313,sulfate transporter CysZ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2460188,2460950
2414,ECB_RS12205,cysK,[2461134:2462106](+),ECB_02314,cysteine synthase A,Derived by automated computational analysis using gene prediction method: Protein Homology.,2461134,2462106
2415,ECB_RS12210,ptsH,[2462489:2462747](+),ECB_02315,phosphocarrier protein Hpr,Derived by automated computational analysis using gene prediction method: Protein Homology.,2462489,2462747
2416,ECB_RS12215,ptsI,[2462791:2464519](+),ECB_02316,phosphoenolpyruvate-protein phosphotransferase PtsI,Derived by automated computational analysis using gene prediction method: Protein Homology.,2462791,2464519
2417,ECB_RS12220,,[2464559:2465069](+),ECB_02317,PTS glucose transporter subunit IIA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2464559,2465069
2418,ECB_RS12225,pdxK,[2465111:2465963](-),ECB_02318,pyridoxine/pyridoxal/pyridoxamine kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2465963,2465111
2419,ECB_RS12230,,[2466067:2466442](+),ECB_02319,YfeK family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2466067,2466442
2420,ECB_RS12235,,[2466474:2467209](+),ECB_02320,WGR domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2466474,2467209
2421,ECB_RS23945,,[2467177:2467417](+),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2467177,2467417
2422,ECB_RS12240,cysM,[2467413:2468325](-),ECB_02321,cysteine synthase B,Derived by automated computational analysis using gene prediction method: Protein Homology.,2468325,2467413
2423,ECB_RS12245,cysA,[2468458:2469556](-),ECB_02322,sulfate/thiosulfate ABC transporter ATP-binding protein CysA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2469556,2468458
2424,ECB_RS12250,cysW,[2469545:2470421](-),,sulfate/thiosulfate ABC transporter permease CysW,Derived by automated computational analysis using gene prediction method: Protein Homology.,2470421,2469545
2425,ECB_RS12255,cysT,[2470420:2471254](-),ECB_02324,sulfate/thiosulfate ABC transporter permease CysT,Derived by automated computational analysis using gene prediction method: Protein Homology.,2471254,2470420
2426,ECB_RS12260,,[2471253:2472270](-),ECB_02325,sulfate ABC transporter substrate-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2472270,2471253
2427,ECB_RS12265,ucpA,[2472573:2473365](-),ECB_02326,SDR family oxidoreductase UcpA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2473365,2472573
2428,ECB_RS12270,murR,[2473493:2474351](-),ECB_02327,HTH-type transcriptional regulator MurR,Derived by automated computational analysis using gene prediction method: Protein Homology.,2474351,2473493
2429,ECB_RS12275,murQ,[2474514:2475411](+),ECB_02328,N-acetylmuramic acid 6-phosphate etherase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2474514,2475411
2430,ECB_RS12280,murP,[2475414:2476839](+),ECB_02329,PTS N-acetylmuramic acid transporter subunit IIBC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2475414,2476839
2431,ECB_RS12285,yfeX,[2477018:2477918](-),ECB_02331,porphyrinogen peroxidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2477918,2477018
2432,ECB_RS12290,,[2478013:2478589](-),ECB_02332,RpoE-regulated lipoprotein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2478589,2478013
2433,ECB_RS12300,,[2478795:2479245](-),ECB_02333,DUF2919 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2479245,2478795
2434,ECB_RS12305,,[2479231:2479657](-),ECB_02334,acetyltransferase YpeA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2479657,2479231
2435,ECB_RS12310,amiA,[2479870:2480740](+),ECB_02335,N-acetylmuramoyl-L-alanine amidase AmiA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2479870,2480740
2436,ECB_RS12315,hemF,[2480743:2481643](+),ECB_02336,oxygen-dependent coproporphyrinogen oxidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2480743,2481643
2437,ECB_RS12320,eutR,[2481648:2482701](-),ECB_02337,HTH-type transcriptional regulator EutR,Derived by automated computational analysis using gene prediction method: Protein Homology.,2482701,2481648
2438,ECB_RS12325,eutK,[2482746:2483247](-),ECB_02338,ethanolamine utilization microcompartment protein EutK,Derived by automated computational analysis using gene prediction method: Protein Homology.,2483247,2482746
2439,ECB_RS12330,eutL,[2483259:2483919](-),ECB_02339,ethanolamine utilization microcompartment protein EutL,Derived by automated computational analysis using gene prediction method: Protein Homology.,2483919,2483259
2440,ECB_RS12335,,[2483928:2484816](-),ECB_02340,ethanolamine ammonia-lyase subunit EutC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2484816,2483928
2441,ECB_RS12340,,[2484836:2486198](-),ECB_02341,ethanolamine ammonia-lyase subunit EutB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2486198,2484836
2442,ECB_RS12345,eutA,[2486209:2487613](-),ECB_02342,ethanolamine ammonia-lyase reactivating factor EutA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2487613,2486209
2443,ECB_RS12350,eutH,[2487609:2488836](-),ECB_02343,ethanolamine utilization protein EutH,Derived by automated computational analysis using gene prediction method: Protein Homology.,2488836,2487609
2444,ECB_RS12355,eutG,[2489152:2490340](-),ECB_02344,ethanolamine utilization ethanol dehydrogenase EutG,Derived by automated computational analysis using gene prediction method: Protein Homology.,2490340,2489152
2445,ECB_RS12360,eutJ,[2490329:2491166](-),ECB_02345,ethanolamine utilization protein EutJ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2491166,2490329
2446,ECB_RS12365,,[2491176:2492580](-),ECB_02346,aldehyde dehydrogenase EutE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2492580,2491176
2447,ECB_RS12370,eutN,[2492591:2492879](-),ECB_02347,ethanolamine utilization microcompartment protein EutN,Derived by automated computational analysis using gene prediction method: Protein Homology.,2492879,2492591
2448,ECB_RS12375,eutM,[2492985:2493279](-),ECB_02348,ethanolamine utilization microcompartment protein EutM,Derived by automated computational analysis using gene prediction method: Protein Homology.,2493279,2492985
2449,ECB_RS12380,pta,[2493317:2494334](-),ECB_02349,phosphate acetyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2494334,2493317
2450,ECB_RS12385,eutT,[2494323:2495133](-),ECB_02350,"ethanolamine utilization cob(I)yrinic acid a,c-diamide adenosyltransferase EutT",Derived by automated computational analysis using gene prediction method: Protein Homology.,2495133,2494323
2451,ECB_RS12390,eutQ,[2495129:2495831](-),ECB_02351,ethanolamine utilization acetate kinase EutQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2495831,2495129
2452,ECB_RS12395,eutP,[2495805:2496285](-),ECB_02352,ethanolamine utilization acetate kinase EutP,Derived by automated computational analysis using gene prediction method: Protein Homology.,2496285,2495805
2453,ECB_RS12400,eutS,[2496297:2496633](-),ECB_02353,ethanolamine utilization microcompartment protein EutS,Derived by automated computational analysis using gene prediction method: Protein Homology.,2496633,2496297
2454,ECB_RS12405,,[2496925:2499205](-),ECB_02354,NADP-dependent oxaloacetate-decarboxylating malate dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2499205,2496925
2455,ECB_RS12410,,[2499493:2500444](+),ECB_02355,transaldolase A,Derived by automated computational analysis using gene prediction method: Protein Homology.,2499493,2500444
2456,ECB_RS12415,tkt,[2500463:2502467](+),ECB_02356,transketolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2500463,2502467
2457,ECB_RS12420,,[2502561:2503605](-),ECB_02357,DUF1176 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2503605,2502561
2458,ECB_RS12425,nudK,[2503730:2504306](-),ECB_02358,GDP-mannose pyrophosphatase NudK,Derived by automated computational analysis using gene prediction method: Protein Homology.,2504306,2503730
2459,ECB_RS12430,,[2504373:2506353](-),ECB_02359,formate-dependent uric acid utilization protein AegA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2506353,2504373
2460,ECB_RS12435,narQ,[2506558:2508259](+),ECB_02360,nitrate/nitrite two-component system sensor histidine kinase NarQ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2506558,2508259
2461,ECB_RS12440,acrD,[2508422:2511536](+),ECB_02361,multidrug efflux RND transporter permease AcrD,Derived by automated computational analysis using gene prediction method: Protein Homology.,2508422,2511536
2462,ECB_RS25105,ypfM,[2511634:2511694](-),,protein YpfM,Derived by automated computational analysis using gene prediction method: Protein Homology.,2511694,2511634
2463,ECB_RS12450,,[2512074:2512431](+),ECB_02362,ArsC family reductase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2512074,2512431
2464,ECB_RS12455,dapE,[2512434:2513562](+),ECB_02363,succinyl-diaminopimelate desuccinylase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2512434,2513562
2465,ECB_RS12460,,[2513589:2513790](+),ECB_02364,YpfN family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2513589,2513790
2466,ECB_RS12465,,[2513899:2514598](-),ECB_02365,esterase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2514598,2513899
2467,ECB_RS12470,,[2514671:2516687](-),ECB_02366,tRNA cytosine(34) acetyltransferase TmcA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2516687,2514671
2468,ECB_RS12475,,[2516701:2517565](-),ECB_02367,neutral zinc metallopeptidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2517565,2516701
2469,ECB_RS12480,purC,[2517732:2518446](-),ECB_02368,phosphoribosylaminoimidazolesuccinocarboxamide synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2518446,2517732
2470,ECB_RS12490,bamC,[2518658:2519693](-),ECB_02369,outer membrane protein assembly factor BamC,Derived by automated computational analysis using gene prediction method: Protein Homology.,2519693,2518658
2471,ECB_RS12495,dapA,[2519709:2520588](-),ECB_02370,4-hydroxy-tetrahydrodipicolinate synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2520588,2519709
2472,ECB_RS12500,,[2520733:2521306](+),ECB_02371,glycine cleavage system transcriptional repressor,Derived by automated computational analysis using gene prediction method: Protein Homology.,2520733,2521306
2473,ECB_RS12505,,[2521305:2521776](+),ECB_02372,thioredoxin-dependent thiol peroxidase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2521305,2521776
2474,ECB_RS12510,hyfA,[2522028:2522646](+),ECB_02373,hydrogenase 4 subunit HyfA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2522028,2522646
2475,ECB_RS12515,hyfB,[2522645:2524664](+),ECB_02374,hydrogenase 4 subunit B,Derived by automated computational analysis using gene prediction method: Protein Homology.,2522645,2524664
2476,ECB_RS12520,hyfC,[2524674:2525621](+),,hydrogenase 4 subunit HyfC,frameshifted; Derived by automated computational analysis using gene prediction method: Protein Homology.,2524674,2525621
2477,ECB_RS23965,,[2525637:2525748](+),,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2525637,2525748
2478,ECB_RS12525,,[2525723:2527073](+),ECB_02376,hydrogenase 4 subunit D,Derived by automated computational analysis using gene prediction method: Protein Homology.,2525723,2527073
2479,ECB_RS12530,hyfE,[2527087:2527738](+),ECB_02377,hydrogenase 4 membrane subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,2527087,2527738
2480,ECB_RS12535,hyfF,[2527742:2529323](+),ECB_02378,hydrogenase 4 subunit F,Derived by automated computational analysis using gene prediction method: Protein Homology.,2527742,2529323
2481,ECB_RS12540,hyfG,[2529312:2530980](+),ECB_02379,hydrogenase 4 catalytic subunit HyfG,Derived by automated computational analysis using gene prediction method: Protein Homology.,2529312,2530980
2482,ECB_RS12545,hyfH,[2530989:2531529](+),ECB_02380,hydrogenase 4 subunit H,Derived by automated computational analysis using gene prediction method: Protein Homology.,2530989,2531529
2483,ECB_RS12550,hyfI,[2531525:2532284](+),ECB_02381,hydrogenase 4 catalytic subunit HyfI,Derived by automated computational analysis using gene prediction method: Protein Homology.,2531525,2532284
2484,ECB_RS12555,hyfJ,[2532276:2532690](+),ECB_02382,hydrogenase 4 assembly chaperone HyfJ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2532276,2532690
2485,ECB_RS12560,,[2532719:2534732](+),ECB_02383,sigma-54-dependent Fis family transcriptional regulator,Derived by automated computational analysis using gene prediction method: Protein Homology.,2532719,2534732
2486,ECB_RS12565,,[2534753:2535602](+),ECB_02384,formate transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,2534753,2535602
2487,ECB_RS12570,,[2535639:2536701](-),ECB_02385,AI-2E family transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,2536701,2535639
2488,ECB_RS12575,,[2536913:2538377](+),ECB_02386,beta-barrel assembly-enhancing protease,Derived by automated computational analysis using gene prediction method: Protein Homology.,2536913,2538377
2489,ECB_RS12580,arsC,[2538397:2538757](+),ECB_02387,arsenate reductase (glutaredoxin),"This arsenate reductase requires both glutathione and glutaredoxin to convert arsenate to arsenite, after which the efflux transporter formed by ArsA and ArsB can extrude the arsenite from the cell, providing resistance; Derived by automated computational analysis using gene prediction method: Protein Homology.",2538397,2538757
2490,ECB_RS12585,hda,[2538894:2539641](-),ECB_02388,DnaA inactivator Hda,Derived by automated computational analysis using gene prediction method: Protein Homology.,2539641,2538894
2491,ECB_RS12590,uraA,[2539690:2540980](-),ECB_02389,uracil permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,2540980,2539690
2492,ECB_RS12595,,[2541065:2541692](-),ECB_02390,uracil phosphoribosyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2541692,2541065
2493,ECB_RS12600,purM,[2542016:2543054](+),ECB_02391,phosphoribosylformylglycinamidine cyclo-ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2542016,2543054
2494,ECB_RS12605,purN,[2543053:2543692](+),ECB_02392,phosphoribosylglycinamide formyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2543053,2543692
2495,ECB_RS12610,ppk1,[2543862:2545929](+),ECB_02393,polyphosphate kinase 1,Derived by automated computational analysis using gene prediction method: Protein Homology.,2543862,2545929
2496,ECB_RS12615,ppx,[2545933:2547475](+),ECB_02394,exopolyphosphatase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2545933,2547475
2497,ECB_RS12620,pdeF,[2547513:2549757](-),ECB_02395,cyclic-guanylate-specific phosphodiesterase PdeF,Derived by automated computational analysis using gene prediction method: Protein Homology.,2549757,2547513
2498,ECB_RS12630,,[2550126:2550300](+),ECB_02396,DUF2633 family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2550126,2550300
2499,ECB_RS12635,,[2550613:2551129](+),ECB_02397,glycine zipper 2TM domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2550613,2551129
2500,ECB_RS12640,,[2551144:2551684](+),ECB_02398,hypothetical protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2551144,2551684
2501,ECB_RS12645,guaA,[2551776:2553354](-),ECB_02399,glutamine-hydrolyzing GMP synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2553354,2551776
2502,ECB_RS12650,guaB,[2553422:2554889](-),ECB_02400,IMP dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2554889,2553422
2503,ECB_RS12655,xseA,[2555050:2556421](+),ECB_02401,exodeoxyribonuclease VII large subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,2555050,2556421
2504,ECB_RS12660,,[2556417:2556633](-),ECB_02402,DUF1407 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2556633,2556417
2505,ECB_RS12665,der,[2556702:2558175](-),ECB_02403,ribosome biogenesis GTPase Der,Derived by automated computational analysis using gene prediction method: Protein Homology.,2558175,2556702
2506,ECB_RS12670,bamB,[2558292:2559471](-),ECB_02404,outer membrane protein assembly factor BamB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2559471,2558292
2507,ECB_RS12675,,[2559481:2560102](-),ECB_02405,YfgM family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2560102,2559481
2508,ECB_RS12680,hisS,[2560119:2561394](-),ECB_02406,histidine--tRNA ligase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2561394,2560119
2509,ECB_RS12685,ispG,[2561504:2562623](-),ECB_02407,flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2562623,2561504
2510,ECB_RS12690,rodZ,[2562649:2563663](-),ECB_02408,cytoskeleton protein RodZ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2563663,2562649
2511,ECB_RS12695,trmG/rlmN,[2563947:2565102](-),ECB_02409,bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN,Derived by automated computational analysis using gene prediction method: Protein Homology.,2565102,2563947
2512,ECB_RS12700,,[2565251:2565683](-),ECB_02410,nucleoside-diphosphate kinase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2565683,2565251
2513,ECB_RS12705,pbpC,[2565831:2568144](-),ECB_02411,peptidoglycan glycosyltransferase PbpC,penicillin-binding protein 1C; Derived by automated computational analysis using gene prediction method: Protein Homology.,2568144,2565831
2514,ECB_RS12710,,[2568144:2573106](-),ECB_02412,alpha2-macroglobulin,Derived by automated computational analysis using gene prediction method: Protein Homology.,2573106,2568144
2515,ECB_RS12715,sseA,[2573312:2574158](+),ECB_02413,3-mercaptopyruvate sulfurtransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2573312,2574158
2516,ECB_RS12720,sseB,[2574975:2575752](-),ECB_02414,enhanced serine sensitivity protein SseB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2575752,2574975
2517,ECB_RS12725,pepB,[2575893:2577177](-),ECB_02415,aminopeptidase PepB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2577177,2575893
2518,ECB_RS12730,iscX,[2577234:2577435](-),ECB_02416,Fe-S cluster assembly protein IscX,Derived by automated computational analysis using gene prediction method: Protein Homology.,2577435,2577234
2519,ECB_RS12735,fdx,[2577446:2577782](-),ECB_02417,ISC system 2Fe-2S type ferredoxin,Derived by automated computational analysis using gene prediction method: Protein Homology.,2577782,2577446
2520,ECB_RS12740,hscA,[2577783:2579634](-),ECB_02418,Fe-S protein assembly chaperone HscA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2579634,2577783
2521,ECB_RS12745,hscB,[2579650:2580166](-),ECB_02419,co-chaperone HscB,Derived by automated computational analysis using gene prediction method: Protein Homology.,2580166,2579650
2522,ECB_RS12750,iscA,[2580261:2580585](-),ECB_02420,iron-sulfur cluster assembly protein IscA,Derived by automated computational analysis using gene prediction method: Protein Homology.,2580585,2580261
2523,ECB_RS12755,iscU,[2580601:2580988](-),ECB_02421,Fe-S cluster assembly scaffold IscU,Derived by automated computational analysis using gene prediction method: Protein Homology.,2580988,2580601
2524,ECB_RS12760,,[2581015:2582230](-),ECB_02422,IscS subfamily cysteine desulfurase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2582230,2581015
2525,ECB_RS12765,iscR,[2582341:2582830](-),ECB_02423,Fe-S cluster assembly transcriptional regulator IscR,Derived by automated computational analysis using gene prediction method: Protein Homology.,2582830,2582341
2526,ECB_RS12770,trmJ,[2583281:2584022](-),ECB_02424,tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ,Derived by automated computational analysis using gene prediction method: Protein Homology.,2584022,2583281
2527,ECB_RS12775,suhB,[2584140:2584944](+),ECB_02425,inositol-1-monophosphatase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2584140,2584944
2528,ECB_RS12780,,[2585088:2585943](+),ECB_02426,alpha/beta hydrolase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2585088,2585943
2529,ECB_RS12785,csiE,[2586133:2587414](+),ECB_02427,stationary phase inducible protein CsiE,Derived by automated computational analysis using gene prediction method: Protein Homology.,2586133,2587414
2530,ECB_RS12790,,[2587405:2588545](-),ECB_02428,3-phenylpropionate MFS transporter,Derived by automated computational analysis using gene prediction method: Protein Homology.,2588545,2587405
2531,ECB_RS12795,hcaR,[2588704:2589595](-),ECB_02429,DNA-binding transcriptional regulator HcaR,Derived by automated computational analysis using gene prediction method: Protein Homology.,2589595,2588704
2532,ECB_RS12800,,[2589730:2591092](+),ECB_02430,3-phenylpropionate/cinnamic acid dioxygenase subunit alpha,Derived by automated computational analysis using gene prediction method: Protein Homology.,2589730,2591092
2533,ECB_RS12805,,[2591088:2591607](+),ECB_02431,3-phenylpropionate/cinnamic acid dioxygenase subunit beta,Derived by automated computational analysis using gene prediction method: Protein Homology.,2591088,2591607
2534,ECB_RS12810,,[2591606:2591927](+),ECB_02432,bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,2591606,2591927
2535,ECB_RS12815,,[2591923:2592736](+),ECB_02433,3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2591923,2592736
2536,ECB_RS12820,,[2592745:2593948](+),ECB_02434,phenylpropionate dioxygenase ferredoxin reductase subunit,Derived by automated computational analysis using gene prediction method: Protein Homology.,2592745,2593948
2537,ECB_RS12825,,[2594044:2594467](+),ECB_02435,DoxX family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2594044,2594467
2538,ECB_RS12830,,[2594514:2595387](-),ECB_02436,aldose 1-epimerase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2595387,2594514
2539,ECB_RS12835,,[2595398:2596460](-),ECB_02437,alcohol dehydrogenase catalytic domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2596460,2595398
2540,ECB_RS12840,,[2596525:2597524](-),ECB_02438,ABC transporter permease,Derived by automated computational analysis using gene prediction method: Protein Homology.,2597524,2596525
2541,ECB_RS12845,,[2597548:2599060](-),ECB_02439,sugar ABC transporter ATP-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2599060,2597548
2542,ECB_RS12850,,[2599082:2600066](-),ECB_02440,sugar ABC transporter substrate-binding protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2600066,2599082
2543,ECB_RS12855,,[2600162:2603444](-),ECB_02441,DUF5107 domain-containing protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2603444,2600162
2544,ECB_RS12860,,[2603561:2604755](+),ECB_02442,ROK family protein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2603561,2604755
2545,ECB_RS12865,,[2604952:2606206](-),ECB_02443,serine hydroxymethyltransferase,Derived by automated computational analysis using gene prediction method: Protein Homology.,2606206,2604952
2546,ECB_RS12870,hmpA,[2606533:2607724](+),ECB_02444,NO-inducible flavohemoprotein,Derived by automated computational analysis using gene prediction method: Protein Homology.,2606533,2607724
2547,ECB_RS12875,glnB,[2607768:2608107](-),ECB_02445,nitrogen regulatory protein P-II,Derived by automated computational analysis using gene prediction method: Protein Homology.,2608107,2607768
2548,ECB_RS12880,glrR,[2608167:2609502](-),ECB_02446,two-component system response regulator GlrR,Derived by automated computational analysis using gene prediction method: Protein Homology.,2609502,2608167
2549,ECB_RS12885,qseG,[2609491:2610205](-),ECB_02447,two-component system QseEF-associated lipoprotein QseG,Derived by automated computational analysis using gene prediction method: Protein Homology.,2610205,2609491
